"scenario","model","eau_id","wmd_id","x_coord","y_coord","acquired_period","acquired_year","prevented_loss"
"rcp45_dry","greedy",499,"Fergus Falls",-26931.580460588,2580571.66600978,NA,NA,0
"rcp45_dry","greedy",500,"Fergus Falls",-8418.04362882324,2580571.66600978,NA,NA,0
"rcp45_dry","greedy",501,"Fergus Falls",-26931.580460588,2562086.45492935,NA,NA,0
"rcp45_dry","greedy",502,"Fergus Falls",-8418.04362882324,2562086.45492935,NA,NA,0
"rcp45_dry","greedy",503,"Fergus Falls",10095.4932029415,2562086.45492935,NA,NA,0
"rcp45_dry","greedy",504,"Fergus Falls",-8418.04362882324,2543601.24384891,NA,NA,0
"rcp45_dry","greedy",505,"Fergus Falls",10095.4932029415,2543601.24384891,NA,NA,0
"rcp45_dry","greedy",506,"Fergus Falls",28609.0300347062,2543601.24384891,NA,NA,0
"rcp45_dry","greedy",507,"Fergus Falls",47122.5668664709,2543601.24384891,NA,NA,0
"rcp45_dry","greedy",508,"Huron",-341661.706600588,2432689.9773663,NA,NA,0
"rcp45_dry","greedy",509,"Huron",-323148.169768824,2432689.9773663,NA,NA,0
"rcp45_dry","greedy",510,"Huron",-304634.632937059,2432689.9773663,NA,NA,0
"rcp45_dry","greedy",511,"Huron",-286121.096105294,2432689.9773663,NA,NA,0
"rcp45_dry","greedy",512,"Huron",-267607.559273529,2432689.9773663,NA,NA,0
"rcp45_dry","greedy",513,"Huron",-249094.022441765,2432689.9773663,NA,NA,0
"rcp45_dry","greedy",514,"Huron",-230580.48561,2432689.9773663,NA,NA,0
"rcp45_dry","greedy",515,"Huron",-360175.243432353,2414204.76628587,1,2020,832.063492827663
"rcp45_dry","greedy",516,"Huron",-341661.706600588,2414204.76628587,5,2060,548.896122979016
"rcp45_dry","greedy",517,"Huron",-323148.169768824,2414204.76628587,5,2060,1170.46327225058
"rcp45_dry","greedy",518,"Huron",-304634.632937059,2414204.76628587,3,2040,2108.68822151035
"rcp45_dry","greedy",519,"Huron",-286121.096105294,2414204.76628587,9,2100,126.914799304476
"rcp45_dry","greedy",520,"Huron",-267607.559273529,2414204.76628587,NA,NA,0
"rcp45_dry","greedy",521,"Huron",-249094.022441765,2414204.76628587,NA,NA,0
"rcp45_dry","greedy",522,"Huron",-230580.48561,2414204.76628587,NA,NA,0
"rcp45_dry","greedy",523,"Huron",-360175.243432353,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",524,"Huron",-341661.706600588,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",525,"Huron",-323148.169768824,2395719.55520543,2,2030,1929.19786945322
"rcp45_dry","greedy",526,"Huron",-304634.632937059,2395719.55520543,2,2030,3548.04440800919
"rcp45_dry","greedy",527,"Huron",-286121.096105294,2395719.55520543,9,2100,293.900521767861
"rcp45_dry","greedy",528,"Huron",-267607.559273529,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",529,"Huron",-249094.022441765,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",530,"Huron",-230580.48561,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",531,"Huron",-212066.948778235,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",532,"Huron",-193553.41194647,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",533,"Huron",-175039.875114706,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",534,"Huron",-156526.338282941,2395719.55520543,NA,NA,0
"rcp45_dry","greedy",535,"Huron",-323148.169768824,2377234.344125,1,2020,1369.2970277501
"rcp45_dry","greedy",536,"Huron",-304634.632937059,2377234.344125,1,2020,3031.68288416446
"rcp45_dry","greedy",537,"Huron",-286121.096105294,2377234.344125,NA,NA,0
